model,image_id,delta
Gemini 2.5 Flash,google_gsv_016192,0.031806946
Gemini 2.5 Flash,google_gsv_016209,0.07633709
Gemini 2.5 Flash,google_gsv_016211,-0.048849642
Gemini 2.5 Flash,google_gsv_016213,-0.042406373
Gemini 2.5 Flash,google_gsv_016223,-0.0001417622
Gemini 2.5 Flash,google_gsv_016229,0.03775112
Gemini 2.5 Flash,google_gsv_016231,-0.05752912
Gemini 2.5 Flash,google_gsv_016241,0.053918086
Gemini 2.5 Flash,google_gsv_016244,0.0037278458
Gemini 2.5 Flash,google_gsv_016249,0.034543887
Gemini 2.5 Flash,google_gsv_016254,0.02722606
Gemini 2.5 Flash,google_gsv_016264,0.08769648
Gemini 2.5 Flash,google_gsv_016290,0.014868207
Gemini 2.5 Flash,google_gsv_016293,0.047442786
Gemini 2.5 Flash,google_gsv_016299,-0.04117678
Gemini 2.5 Flash,google_gsv_016327,-0.011912495
Gemini 2.5 Flash,google_gsv_016329,0.041941307
Gemini 2.5 Flash,google_gsv_016330,0.056539267
Gemini 2.5 Flash,google_gsv_016336,0.07541481
Gemini 2.5 Flash,google_gsv_016342,0.08762628
Gemini 2.5 Flash,google_gsv_016348,0.04590866
Gemini 2.5 Flash,google_gsv_016355,-0.056145474
Gemini 2.5 Flash,google_gsv_016357,0.03201659
Gemini 2.5 Flash,google_gsv_016411,0.056025453
Gemini 2.5 Flash,google_gsv_016434,0.037066735
Gemini 2.5 Flash,google_gsv_016453,0.05596949
Gemini 2.5 Flash,google_gsv_016457,0.029225327
Gemini 2.5 Flash,google_gsv_016463,0.029064372
Gemini 2.5 Flash,google_gsv_016469,0.02607724
Gemini 2.5 Flash,google_gsv_016475,0.012395203
Gemini 2.5 Flash,google_gsv_016481,0.09563984
Gemini 2.5 Flash,google_gsv_016483,0.03414777
Gemini 2.5 Flash,google_gsv_016491,0.089402445
Gemini 2.5 Flash,google_gsv_016504,0.018129505
Gemini 2.5 Flash,google_gsv_016513,0.030285172
Gemini 2.5 Flash,google_gsv_016528,-0.11433301
Gemini 2.5 Flash,google_gsv_016531,0.11047961
Gemini 2.5 Flash,google_gsv_016560,0.0591857
Gemini 2.5 Flash,google_gsv_016574,-0.05150897
Gemini 2.5 Flash,google_gsv_016585,0.12397046
Gemini 2.5 Flash,google_gsv_016596,0.03446944
Gemini 2.5 Flash,google_gsv_016602,0.066267654
Gemini 2.5 Flash,google_gsv_016604,0.022043299
Gemini 2.5 Flash,google_gsv_016617,0.028026462
Gemini 2.5 Flash,google_gsv_016634,0.012028076
Gemini 2.5 Flash,google_gsv_016674,0.02875261
Gemini 2.5 Flash,google_gsv_016703,0.03804096
Gemini 2.5 Flash,google_gsv_016727,0.032682814
Gemini 2.5 Flash,google_gsv_016731,0.036845677
Gemini 2.5 Flash,google_gsv_016752,0.009750754
Gemini 2.5 Flash,google_gsv_016754,0.055239905
Gemini 2.5 Flash,google_gsv_016757,0.005546987
Gemini 2.5 Flash,google_gsv_016783,0.06924176
Gemini 2.5 Flash,google_gsv_016795,0.03150133
Gemini 2.5 Flash,google_gsv_016799,0.08449974
Gemini 2.5 Flash,google_gsv_016800,0.08316452
Gemini 2.5 Flash,google_gsv_016817,0.07509137
Gemini 2.5 Flash,google_gsv_016819,-0.061135747
Gemini 2.5 Flash,google_gsv_016836,-0.009677075
Gemini 2.5 Flash,google_gsv_016843,0.03592164
Gemini 2.5 Flash,google_gsv_016852,-0.011295274
Gemini 2.5 Flash,google_gsv_016904,0.026697591
Gemini 2.5 Flash,google_gsv_016907,0.06970678
Gemini 2.5 Flash,google_gsv_016952,0.0051366165
Gemini 2.5 Flash,google_gsv_016958,0.015863538
Gemini 2.5 Flash,google_gsv_016968,0.098638676
Gemini 2.5 Flash,google_gsv_016982,0.08067675
Gemini 2.5 Flash,google_gsv_016992,-0.021486849
Gemini 2.5 Flash,google_gsv_016996,0.029345728
Gemini 2.5 Flash,google_gsv_017007,0.027573854
Gemini 2.5 Flash,google_gsv_017020,-0.0135573
Gemini 2.5 Flash,google_gsv_017025,0.083723255
Gemini 2.5 Flash,google_gsv_017031,0.06146227
Gemini 2.5 Flash,google_gsv_017041,0.061893955
Gemini 2.5 Flash,google_gsv_017061,0.042247728
Gemini 2.5 Flash,google_gsv_017071,0.09027493
Gemini 2.5 Flash,google_gsv_017073,0.045663938
Gemini 2.5 Flash,google_gsv_017076,-0.030313507
Gemini 2.5 Flash,google_gsv_017080,0.07000004
Gemini 2.5 Flash,google_gsv_017085,0.0042726696
Gemini 2.5 Flash,google_gsv_017086,0.028268173
Gemini 2.5 Flash,google_gsv_017092,-0.024905391
Gemini 2.5 Flash,google_gsv_017106,-0.06515839
Gemini 2.5 Flash,google_gsv_017113,0.011715293
Gemini 2.5 Flash,google_gsv_017114,0.03197831
Gemini 2.5 Flash,google_gsv_017116,0.014867179
Gemini 2.5 Flash,google_gsv_017120,0.08483584
Gemini 2.5 Flash,google_gsv_017135,0.009076484
Gemini 2.5 Flash,google_gsv_017137,0.011538789
Gemini 2.5 Flash,google_gsv_017167,-0.07602757
Gemini 2.5 Flash,google_gsv_017170,0.0010715425
Gemini 2.5 Flash,google_gsv_017181,0.06147568
Gemini 2.5 Flash,google_gsv_017190,-0.006452024
Gemini 2.5 Flash,google_gsv_017226,-0.027587637
Gemini 2.5 Flash,google_gsv_017233,0.03197425
Gemini 2.5 Flash,google_gsv_017249,0.018747568
Gemini 2.5 Flash,google_gsv_017252,-0.012072235
Gemini 2.5 Flash,google_gsv_017309,0.004220642
Gemini 2.5 Flash,google_gsv_017320,-0.007291913
Gemini 2.5 Flash,google_gsv_017324,0.06169112
Gemini 2.5 Flash,google_gsv_017335,0.039295398
Gemini 2.5 Flash,google_gsv_017346,0.08253637
Gemini 2.5 Flash,google_gsv_017355,0.03461194
Gemini 2.5 Flash,google_gsv_017356,0.043904945
Gemini 2.5 Flash,google_gsv_017390,0.009886771
Gemini 2.5 Flash,google_gsv_017391,0.075670175
Gemini 2.5 Flash,google_gsv_017396,-0.013326153
Gemini 2.5 Flash,google_gsv_017409,0.05753389
Gemini 2.5 Flash,google_gsv_017465,0.026467673
Gemini 2.5 Flash,google_gsv_017473,0.022315279
Gemini 2.5 Flash,google_gsv_017481,0.0016981512
Gemini 2.5 Flash,google_gsv_017485,0.0203
Gemini 2.5 Flash,google_gsv_017493,0.09793995
Gemini 2.5 Flash,google_gsv_017505,0.047926605
Gemini 2.5 Flash,google_gsv_017510,0.03188224
Gemini 2.5 Flash,google_gsv_017529,0.053632513
Gemini 2.5 Flash,google_gsv_017570,0.06757414
Gemini 2.5 Flash,google_gsv_017575,0.009541228
Gemini 2.5 Flash,google_gsv_017579,0.042983346
Gemini 2.5 Flash,google_gsv_017581,-0.013544127
Gemini 2.5 Flash,google_gsv_017591,-0.00034706295
Gemini 2.5 Flash,google_gsv_017593,0.03389073
Gemini 2.5 Flash,google_gsv_017597,0.010281257
Gemini 2.5 Flash,google_gsv_017615,0.007705942
Gemini 2.5 Flash,google_gsv_017625,-0.015712589
Gemini 2.5 Flash,google_gsv_017646,-0.06517626
Gemini 2.5 Flash,google_gsv_017648,0.022693247
Gemini 2.5 Flash,google_gsv_017652,0.08382897
Gemini 2.5 Flash,google_gsv_017653,0.027766533
Gemini 2.5 Flash,google_gsv_017665,-0.02780369
Gemini 2.5 Flash,google_gsv_017688,0.00022211671
Gemini 2.5 Flash,google_gsv_017690,-0.013911441
Gemini 2.5 Flash,google_gsv_017708,0.046783954
Gemini 2.5 Flash,google_gsv_017715,-0.00980705
Gemini 2.5 Flash,google_gsv_017717,0.05683379
Gemini 2.5 Flash,google_gsv_017773,0.09601116
Gemini 2.5 Flash,google_gsv_017777,0.17401215
Gemini 2.5 Flash,google_gsv_017783,0.009399138
Gemini 2.5 Flash,google_gsv_017787,0.027404152
Gemini 2.5 Flash,google_gsv_017788,0.10044548
Gemini 2.5 Flash,google_gsv_017809,0.04732791
Gemini 2.5 Flash,google_gsv_017829,0.03247322
Gemini 2.5 Flash,google_gsv_017837,0.022950225
Gemini 2.5 Flash,google_gsv_017843,0.032511555
Gemini 2.5 Flash,google_gsv_017860,0.094747424
Gemini 2.5 Flash,google_gsv_017863,-0.03353055
Gemini 2.5 Flash,google_gsv_017886,0.033261634
Gemini 2.5 Flash,google_gsv_017888,-0.029329337
Gemini 2.5 Flash,google_gsv_017900,0.074339494
Gemini 2.5 Flash,google_gsv_017940,0.00064343214
Gemini 2.5 Flash,google_gsv_017947,0.06877843
Gemini 2.5 Flash,google_gsv_017950,0.05056645
Gemini 2.5 Flash,google_gsv_017961,-0.03124839
Gemini 2.5 Flash,google_gsv_017971,0.08024356
Gemini 2.5 Flash,google_gsv_017983,0.030267958
Gemini 2.5 Flash,google_gsv_018003,0.06462519
Gemini 2.5 Flash,google_gsv_018017,0.029854022
Gemini 2.5 Flash,google_gsv_018021,0.06956481
Gemini 2.5 Flash,google_gsv_018023,0.021049678
Gemini 2.5 Flash,google_gsv_018035,0.0109132975
Gemini 2.5 Flash,google_gsv_018047,0.08054198
Gemini 2.5 Flash,google_gsv_018050,0.06245687
Gemini 2.5 Flash,google_gsv_018053,0.058883123
Gemini 2.5 Flash,google_gsv_018064,0.0076381266
Gemini 2.5 Flash,google_gsv_018080,0.0010366887
Gemini 2.5 Flash,google_gsv_018087,0.09811058
Gemini 2.5 Flash,google_gsv_018088,0.038059056
Gemini 2.5 Flash,google_gsv_018116,0.09544513
Gemini 2.5 Flash,google_gsv_018117,-0.045306474
Gemini 2.5 Flash,google_gsv_018127,0.05917947
Gemini 2.5 Flash,google_gsv_018135,0.00062565506
Gemini 2.5 Flash,google_gsv_018137,0.027298458
Gemini 2.5 Flash,google_gsv_018163,0.07378117
Gemini 2.5 Flash,google_gsv_018180,-0.037682652
Gemini 2.5 Flash,google_gsv_018191,0.03248102
Gemini 2.5 Flash,google_gsv_018213,0.048226774
Gemini 2.5 Flash,google_gsv_018219,0.051293463
Gemini 2.5 Flash,google_gsv_018238,-0.032342754
Gemini 2.5 Flash,google_gsv_018283,-0.004612267
Gemini 2.5 Flash,google_gsv_018294,0.10016935
Gemini 2.5 Flash,google_gsv_018299,-0.00636667
Gemini 2.5 Flash,google_gsv_018308,0.009572074
Gemini 2.5 Flash,google_gsv_018315,0.042678356
Gemini 2.5 Flash,google_gsv_018332,0.011133634
Gemini 2.5 Flash,google_gsv_018340,0.047410317
Gemini 2.5 Flash,google_gsv_018342,0.040321045
Gemini 2.5 Flash,google_gsv_018345,0.085377336
Gemini 2.5 Flash,google_gsv_018347,0.09316772
Gemini 2.5 Flash,google_gsv_018350,0.07698104
Gemini 2.5 Flash,google_gsv_018351,0.064334154
Gemini 2.5 Flash,google_gsv_018357,-0.015381284
Gemini 2.5 Flash,google_gsv_018359,0.056854784
Gemini 2.5 Flash,google_gsv_018381,0.005862847
Gemini 2.5 Flash,google_gsv_018385,-0.018360361
Gemini 2.5 Flash,google_gsv_018400,0.06946194
Gemini 2.5 Flash,google_gsv_018402,0.032664582
Gemini 2.5 Flash,google_gsv_018406,0.023128152
Gemini 2.5 Flash,google_gsv_018428,-0.024230525
Gemini 2.5 Flash,google_gsv_018429,-0.045792013
Gemini 2.5 Flash,google_gsv_018440,0.03842683
Gemini 2.5 Flash,google_gsv_018460,-0.18198581
Gemini 2.5 Flash,google_gsv_018481,0.06617545
Gemini 2.5 Flash,google_gsv_018491,0.06992093
Gemini 2.5 Flash,google_gsv_018504,0.02180951
Gemini 2.5 Flash,google_gsv_018511,0.03365244
Gemini 2.5 Flash,google_gsv_018515,0.052089393
Gemini 2.5 Flash,google_gsv_018522,0.10048854
Gemini 2.5 Flash,google_gsv_018526,-0.040311806
Gemini 2.5 Flash,google_gsv_018538,-0.08094898
Gemini 2.5 Flash,google_gsv_018539,0.10710648
Gemini 2.5 Flash,google_gsv_018563,-0.08207446
Gemini 2.5 Flash,google_gsv_018564,0.035615295
Gemini 2.5 Flash,google_gsv_018568,0.022039779
Gemini 2.5 Flash,google_gsv_018569,-0.014540292
Gemini 2.5 Flash,google_gsv_018580,0.05460909
Gemini 2.5 Flash,google_gsv_018581,0.029071823
Gemini 2.5 Flash,google_gsv_018589,-0.08831574
Gemini 2.5 Flash,google_gsv_018598,0.07004989
Gemini 2.5 Flash,google_gsv_018611,0.039072886
Gemini 2.5 Flash,google_gsv_018619,0.028821267
Gemini 2.5 Flash,google_gsv_018625,0.029368982
Gemini 2.5 Flash,google_gsv_018627,-0.008771434
Gemini 2.5 Flash,google_gsv_018642,0.037640482
Gemini 2.5 Flash,google_gsv_018663,0.052967824
Gemini 2.5 Flash,google_gsv_018667,0.023642853
Gemini 2.5 Flash,google_gsv_018670,0.016979516
Gemini 2.5 Flash,google_gsv_018697,0.050083887
Gemini 2.5 Flash,google_gsv_018707,0.07553379
Gemini 2.5 Flash,google_gsv_018714,0.024025794
Gemini 2.5 Flash,google_gsv_018724,0.03513161
Gemini 2.5 Flash,google_gsv_018725,0.028240599
Gemini 2.5 Flash,google_gsv_018732,0.018475026
Gemini 2.5 Flash,google_gsv_018740,0.12212239
Gemini 2.5 Flash,google_gsv_018745,-0.007662721
Gemini 2.5 Flash,google_gsv_018749,0.13681345
Gemini 2.5 Flash,google_gsv_018752,0.026545681
Gemini 2.5 Flash,google_gsv_018754,0.05708697
Gemini 2.5 Flash,google_gsv_018761,0.03207381
Gemini 2.5 Flash,google_gsv_018763,0.037008993
Gemini 2.5 Flash,google_gsv_018767,0.02594094
Gemini 2.5 Flash,google_gsv_018783,0.10034979
Gemini 2.5 Flash,google_gsv_018789,0.08002964
Gemini 2.5 Flash,google_gsv_018790,-0.055414997
Gemini 2.5 Flash,google_gsv_018801,0.01458697
Gemini 2.5 Flash,google_gsv_018802,-0.022561952
Gemini 2.5 Flash,google_gsv_018808,0.10422069
Gemini 2.5 Flash,google_gsv_018817,0.029273026
Gemini 2.5 Flash,google_gsv_018852,0.07326033
Gemini 2.5 Flash,google_gsv_018853,0.027543083
Gemini 2.5 Flash,google_gsv_018881,0.027591608
Gemini 2.5 Flash,google_gsv_018890,0.019366488
Gemini 2.5 Flash,google_gsv_018899,-0.007981621
Gemini 2.5 Flash,google_gsv_018900,-0.009044357
Gemini 2.5 Flash,google_gsv_018902,0.03189616
Gemini 2.5 Flash,google_gsv_018903,0.079469845
Gemini 2.5 Flash,google_gsv_018908,0.062291984
Gemini 2.5 Flash,google_gsv_018937,0.01356731
Gemini 2.5 Flash,google_gsv_018952,-0.011084132
Gemini 2.5 Flash,google_gsv_018958,0.06643355
Gemini 2.5 Flash,google_gsv_018962,-0.023890719
Gemini 2.5 Flash,google_gsv_018975,0.053859845
Gemini 2.5 Flash,google_gsv_018976,0.028572515
Gemini 2.5 Flash,google_gsv_018977,0.090273514
Gemini 2.5 Flash,google_gsv_018992,-0.13714573
Gemini 2.5 Flash,google_gsv_018995,0.00600791
Gemini 2.5 Flash,google_gsv_018996,-0.012660183
Gemini 2.5 Flash,google_gsv_019008,0.060488425
Gemini 2.5 Flash,google_gsv_019010,0.07643643
Gemini 2.5 Flash,google_gsv_019014,0.017238572
Gemini 2.5 Flash,google_gsv_019020,0.040017016
Gemini 2.5 Flash,google_gsv_019027,-0.013359852
Gemini 2.5 Flash,google_gsv_019039,0.043495163
Gemini 2.5 Flash,google_gsv_019071,0.059261937
Gemini 2.5 Flash,google_gsv_019084,0.036097333
Gemini 2.5 Flash,google_gsv_019097,-0.0058159754
Gemini 2.5 Flash,google_gsv_019099,0.0036843643
Gemini 2.5 Flash,google_gsv_019102,0.038375452
Gemini 2.5 Flash,google_gsv_019120,0.0422097
Gemini 2.5 Flash,google_gsv_019121,0.03852819
Gemini 2.5 Flash,google_gsv_019132,0.010429777
Gemini 2.5 Flash,google_gsv_019140,0.10742159
Gemini 2.5 Flash,google_gsv_019158,0.015768342
Gemini 2.5 Flash,google_gsv_019171,0.06586329
Gemini 2.5 Flash,google_gsv_019175,0.049572393
Gemini 2.5 Flash,google_gsv_019179,0.098466925
Gemini 2.5 Flash,google_gsv_019199,0.024689406
Gemini 2.5 Flash,google_gsv_019204,0.04509692
Gemini 2.5 Flash,google_gsv_019233,-0.06584368
Gemini 2.5 Flash,google_gsv_019241,0.029414408
Gemini 2.5 Flash,google_gsv_019253,0.02384428
Gemini 2.5 Flash,google_gsv_019279,0.09107974
Gemini 2.5 Flash,google_gsv_019300,0.0016864985
Gemini 2.5 Flash,google_gsv_019311,-0.0027820617
Gemini 2.5 Flash,google_gsv_019315,-0.0127988905
Gemini 2.5 Flash,google_gsv_019318,0.043988064
Gemini 2.5 Flash,google_gsv_019327,0.017928876
Gemini 2.5 Flash,google_gsv_019330,-0.014766917
Gemini 2.5 Flash,google_gsv_019341,-0.0008149892
Gemini 2.5 Flash,google_gsv_019347,0.0400823
Gemini 2.5 Flash,google_gsv_019379,-0.039585926
Gemini 2.5 Flash,google_gsv_019397,0.04375773
Gemini 2.5 Flash,google_gsv_019402,-0.1191042
Gemini 2.5 Flash,google_gsv_019408,0.01668851
Gemini 2.5 Flash,google_gsv_019417,-0.040440038
Gemini 2.5 Flash,google_gsv_019418,0.036454774
Gemini 2.5 Flash,google_gsv_019419,0.03134998
Gemini 2.5 Flash,google_gsv_019432,-0.014139101
Gemini 2.5 Flash,google_gsv_019448,0.0965461
Gemini 2.5 Flash,google_gsv_019459,0.060651354
Gemini 2.5 Flash,google_gsv_019472,0.057786718
Gemini 2.5 Flash,google_gsv_019483,-0.01685755
Gemini 2.5 Flash,google_gsv_019500,0.036819957
Gemini 2.5 Flash,google_gsv_019517,-0.009989329
Gemini 2.5 Flash,google_gsv_019529,0.031902783
Gemini 2.5 Flash,google_gsv_019552,-0.08724647
Gemini 2.5 Flash,google_gsv_019558,0.038851187
Gemini 2.5 Flash,google_gsv_019561,0.09960913
Gemini 2.5 Flash,google_gsv_019572,0.011308767
Gemini 2.5 Flash,google_gsv_019575,-0.15216748
Gemini 2.5 Flash,google_gsv_019577,0.031087905
Gemini 2.5 Flash,google_gsv_019578,0.008183077
Gemini 2.5 Flash,google_gsv_019586,0.016839504
Gemini 2.5 Flash,google_gsv_019594,0.0684364
Gemini 2.5 Flash,google_gsv_019628,0.014461651
Gemini 2.5 Flash,google_gsv_019632,0.008359969
Gemini 2.5 Flash,google_gsv_019645,0.033405144
Gemini 2.5 Flash,google_gsv_019654,-0.018027425
Gemini 2.5 Flash,google_gsv_019655,0.027220003
Gemini 2.5 Flash,google_gsv_019670,0.1271422
Gemini 2.5 Flash,google_gsv_019676,0.0038107485
Gemini 2.5 Flash,google_gsv_019677,0.057010755
Gemini 2.5 Flash,google_gsv_019688,-0.026114866
Gemini 2.5 Flash,google_gsv_019698,0.008893825
Gemini 2.5 Flash,google_gsv_019725,-0.010265052
Gemini 2.5 Flash,google_gsv_019734,0.06223557
Gemini 2.5 Flash,google_gsv_019749,-0.011085473
Gemini 2.5 Flash,google_gsv_019755,0.012736373
Gemini 2.5 Flash,google_gsv_019772,-0.047259115
Gemini 2.5 Flash,google_gsv_019775,0.14665373
Gemini 2.5 Flash,google_gsv_019782,-0.070644066
Gemini 2.5 Flash,google_gsv_019788,0.089089885
Gemini 2.5 Flash,google_gsv_019790,-0.010203719
Gemini 2.5 Flash,google_gsv_019803,-0.060872227
Gemini 2.5 Flash,google_gsv_019829,0.10795006
Gemini 2.5 Flash,google_gsv_019832,0.06494321
Gemini 2.5 Flash,google_gsv_019835,0.038596213
Gemini 2.5 Flash,google_gsv_019848,0.030306138
Gemini 2.5 Flash,google_gsv_019855,0.044518158
Gemini 2.5 Flash,google_gsv_019860,-0.009483039
Gemini 2.5 Flash,google_gsv_019884,0.02230613
Gemini 2.5 Flash,google_gsv_019900,0.02480723
Gemini 2.5 Flash,google_gsv_019907,-0.03780795
Gemini 2.5 Flash,google_gsv_019919,0.027992923
Gemini 2.5 Flash,google_gsv_019920,0.028047323
Gemini 2.5 Flash,google_gsv_019952,0.003109403
Gemini 2.5 Flash,google_gsv_019953,0.022683412
Gemini 2.5 Flash,google_gsv_019958,0.06981996
Gemini 2.5 Flash,google_gsv_019964,0.08710097
Gemini 2.5 Flash,google_gsv_019971,0.07595903
Gemini 2.5 Flash,google_gsv_019990,0.070507154
Gemini 2.5 Flash,google_gsv_019991,-0.021668792
Gemini 2.5 Flash,google_gsv_019992,0.10668589
Gemini 2.5 Flash,google_gsv_020005,0.061038077
Gemini 2.5 Flash,google_gsv_020012,0.09284729
Gemini 2.5 Flash,google_gsv_020015,-0.050707623
Gemini 2.5 Flash,google_gsv_020042,0.0109027475
Gemini 2.5 Flash,google_gsv_020046,0.00071543455
Gemini 2.5 Flash,google_gsv_020055,0.05801545
Gemini 2.5 Flash,google_gsv_020057,-0.00088158995
Gemini 2.5 Flash,google_gsv_020058,0.050416216
Gemini 2.5 Flash,google_gsv_020066,0.024028242
Gemini 2.5 Flash,google_gsv_020068,0.025948629
Gemini 2.5 Flash,google_gsv_020069,0.0847135
Gemini 2.5 Flash,google_gsv_020097,0.18954764
Gemini 2.5 Flash,google_gsv_020098,-0.010017991
Gemini 2.5 Flash,google_gsv_020116,0.015046343
Gemini 2.5 Flash,google_gsv_020121,0.021727256
Gemini 2.5 Flash,google_gsv_020123,0.0069098026
Gemini 2.5 Flash,google_gsv_020143,0.028323717
Gemini 2.5 Flash,google_gsv_020149,0.06330444
Gemini 2.5 Flash,google_gsv_020159,0.04625176
Gemini 2.5 Flash,google_gsv_020174,0.06193897
Gemini 2.5 Flash,google_gsv_020181,0.0510306
Gemini 2.5 Flash,google_gsv_020190,0.068020605
Gemini 2.5 Flash,google_gsv_020210,0.022126045
Gemini 2.5 Flash,google_gsv_020211,0.014031231
Gemini 2.5 Flash,google_gsv_020214,-9.974837e-05
Gemini 2.5 Flash,google_gsv_020236,-0.058774807
Gemini 2.5 Flash,google_gsv_020248,0.014940627
Gemini 2.5 Flash,google_gsv_020277,0.010067679
Gemini 2.5 Flash,google_gsv_020281,0.00077556074
Gemini 2.5 Flash,google_gsv_020297,0.06863797
Gemini 2.5 Flash,google_gsv_020299,0.044430744
Gemini 2.5 Flash,google_gsv_020308,-0.01681371
Gemini 2.5 Flash,google_gsv_020316,-0.036362343
Gemini 2.5 Flash,google_gsv_020341,0.0826202
Gemini 2.5 Flash,google_gsv_020342,0.011906877
Gemini 2.5 Flash,google_gsv_020348,0.05849491
Gemini 2.5 Flash,google_gsv_020358,0.036212385
Gemini 2.5 Flash,google_gsv_020367,0.124224566
Gemini 2.5 Flash,google_gsv_020376,0.03735657
Gemini 2.5 Flash,google_gsv_020382,0.041991726
Gemini 2.5 Flash,google_gsv_020426,0.025272973
Gemini 2.5 Flash,google_gsv_020430,0.084200025
Gemini 2.5 Flash,google_gsv_020449,0.003208302
Gemini 2.5 Flash,google_gsv_020456,0.096977994
Gemini 2.5 Flash,google_gsv_020457,-0.025095567
Gemini 2.5 Flash,google_gsv_020459,0.04190781
Gemini 2.5 Flash,google_gsv_020465,0.038636625
Gemini 2.5 Flash,google_gsv_020508,0.0673091
Gemini 2.5 Flash,google_gsv_020509,0.024110422
Gemini 2.5 Flash,google_gsv_020526,0.09566331
Gemini 2.5 Flash,google_gsv_020541,-0.0015224442
Gemini 2.5 Flash,google_gsv_020545,0.06851217
Gemini 2.5 Flash,google_gsv_020550,0.043813862
Gemini 2.5 Flash,google_gsv_020558,0.049765363
Gemini 2.5 Flash,google_gsv_020575,-0.0035506636
Gemini 2.5 Flash,google_gsv_020582,0.06205904
Gemini 2.5 Flash,google_gsv_020594,0.038495407
Gemini 2.5 Flash,google_gsv_020595,0.093890436
Gemini 2.5 Flash,google_gsv_020604,-0.06800073
Gemini 2.5 Flash,google_gsv_020608,0.02583263
Gemini 2.5 Flash,google_gsv_020612,-0.054487802
Gemini 2.5 Flash,google_gsv_020615,0.030211695
Gemini 2.5 Flash,google_gsv_020618,0.0872552
Gemini 2.5 Flash,google_gsv_020632,0.07246305
Gemini 2.5 Flash,google_gsv_020652,0.105564535
Gemini 2.5 Flash,google_gsv_020695,-0.012069855
Gemini 2.5 Flash,google_gsv_020702,0.061129212
Gemini 2.5 Flash,google_gsv_020708,-0.012799412
Gemini 2.5 Flash,google_gsv_020752,0.0031850934
Gemini 2.5 Flash,google_gsv_020757,0.044297323
Gemini 2.5 Flash,google_gsv_020765,0.06175851
Gemini 2.5 Flash,google_gsv_020774,-0.025053903
Gemini 2.5 Flash,google_gsv_020775,0.020611078
Gemini 2.5 Flash,google_gsv_020781,-0.00052104145
Gemini 2.5 Flash,google_gsv_020784,0.06422962
Gemini 2.5 Flash,google_gsv_020790,0.07570996
Gemini 2.5 Flash,google_gsv_020807,0.0047386885
Gemini 2.5 Flash,google_gsv_020816,0.03146381
Gemini 2.5 Flash,google_gsv_020817,0.061736688
Gemini 2.5 Flash,google_gsv_020819,-0.08714066
Gemini 2.5 Flash,google_gsv_020824,0.104447395
Gemini 2.5 Flash,google_gsv_020828,0.052168094
Gemini 2.5 Flash,google_gsv_020838,0.0682413
Gemini 2.5 Flash,google_gsv_020839,-0.020379916
Gemini 2.5 Flash,google_gsv_020846,0.00065362453
Gemini 2.5 Flash,google_gsv_020848,0.11600345
Gemini 2.5 Flash,google_gsv_020850,0.047312975
Gemini 2.5 Flash,google_gsv_020863,0.004130706
Gemini 2.5 Flash,google_gsv_020868,0.034120493
Gemini 2.5 Flash,google_gsv_020874,0.032344468
Gemini 2.5 Flash,google_gsv_020890,0.0009742677
Gemini 2.5 Flash,google_gsv_020892,0.038702793
Gemini 2.5 Flash,google_gsv_020899,0.075393036
Gemini 2.5 Flash,google_gsv_020908,0.021941107
Gemini 2.5 Flash,google_gsv_020910,0.03408432
Gemini 2.5 Flash,google_gsv_020937,0.07647844
Gemini 2.5 Flash,google_gsv_020941,0.018949285
Gemini 2.5 Flash,google_gsv_020942,-0.023728393
Gemini 2.5 Flash,google_gsv_020953,0.0006292239
Gemini 2.5 Flash,google_gsv_020960,0.026082829
Gemini 2.5 Flash,google_gsv_020961,-0.030266255
Gemini 2.5 Flash,google_gsv_020967,-0.00917504
Gemini 2.5 Flash,google_gsv_020978,0.048846155
Gemini 2.5 Flash,google_gsv_020979,-0.009297818
Gemini 2.5 Flash,google_gsv_020994,0.046171524
Gemini 2.5 Flash,google_gsv_021013,0.02725038
Gemini 2.5 Flash,google_gsv_021025,0.015271455
Gemini 2.5 Flash,google_gsv_021028,0.14645308
Gemini 2.5 Flash,google_gsv_021030,0.018739
Gemini 2.5 Flash,google_gsv_021031,-0.034793466
Gemini 2.5 Flash,google_gsv_021034,-0.119416505
Gemini 2.5 Flash,google_gsv_021056,0.020813331
Gemini 2.5 Flash,google_gsv_021068,0.081404895
Gemini 2.5 Flash,google_gsv_021069,0.022264645
Gemini 2.5 Flash,google_gsv_021073,-0.0045514107
Gemini 2.5 Flash,google_gsv_021091,0.0073310956
Gemini 2.5 Flash,google_gsv_021113,0.19347322
Gemini 2.5 Flash,google_gsv_021114,-0.018553391
Gemini 2.5 Flash,google_gsv_021126,0.024070315
Gemini 2.5 Flash,google_gsv_021127,0.021511786
Gemini 2.5 Flash,google_gsv_021131,0.011324547
Gemini 2.5 Flash,google_gsv_021150,0.06432307
Gemini 2.5 Flash,google_gsv_021153,0.052839473
Gemini 2.5 Flash,google_gsv_021166,0.04347082
Gemini 2.5 Flash,google_gsv_021168,0.10464539
Gemini 2.5 Flash,google_gsv_021178,0.014925629
Gemini 2.5 Flash,google_gsv_021200,0.042733133
Gemini 2.5 Flash,google_gsv_021208,0.039526574
Gemini 2.5 Flash,google_gsv_021222,0.027287178
Gemini 2.5 Flash,google_gsv_021223,0.020083547
Gemini 2.5 Flash,google_gsv_021234,0.0728144
Gemini 2.5 Flash,google_gsv_021238,0.022989549
